transaction_id,user_id,date,merchant,category,amount,currency,payment_mode,type
e827a1b9-d4a0-4e53-ad3e-e1dc81392443,demo_user_005,2024-11-14,Zomato,food_dining,867.07,INR,Card,debit
28be9288-e5af-4e39-b227-64e68c41561b,demo_user_005,2025-02-16,Zomato,food_dining,256.61,INR,Card,debit
7337c599-7984-4388-9c8a-ee30be6033f7,demo_user_005,2025-01-06,Spotify,entertainment,371.92,INR,NetBanking,debit
d701410d-3f4b-4a70-8074-718e425a609f,demo_user_005,2025-01-04,Netflix,entertainment,1367.0,INR,NetBanking,debit
c715b2b9-c40c-4d91-86fd-e062a33dc7af,demo_user_005,2025-03-07,Company Payroll,salary,38863.43,INR,NetBanking,credit
3d3f3799-a072-45e9-bc0e-8cd88573e793,demo_user_005,2025-01-09,Company Payroll,salary,112837.62,INR,NetBanking,credit
b6aae05b-13d5-42f7-b09b-7d97464c04af,demo_user_005,2025-07-07,Swiggy,food_dining,1302.0,INR,Card,debit
55fa1ab8-458f-4f19-bc07-c57449257af1,demo_user_005,2025-04-01,Spotify,entertainment,782.02,INR,NetBanking,debit
14a0bccb-8a47-4a87-a49d-681d51d87c64,demo_user_005,2025-08-26,DMart,groceries,1308.26,INR,UPI,debit
620e99d3-3b33-43d8-a69c-d696236c7b87,demo_user_005,2025-04-06,Internet,utilities,2735.27,INR,Card,debit
36c59dac-b4d7-428e-a71e-3ee2b1a6b1f1,demo_user_005,2025-05-25,Water Bill,utilities,1485.52,INR,NetBanking,debit
54b4a482-6858-4eba-aa34-c85410714d51,demo_user_005,2024-10-13,Company Payroll,salary,105389.77,INR,UPI,credit
0ff0a55c-6a70-4e2f-b746-d0ba8ae8905b,demo_user_005,2025-02-25,Ola,transportation,75.02,INR,Card,debit
63b4c08b-6b8e-469f-9538-5b0e34f3193c,demo_user_005,2025-01-30,Reliance Fresh,groceries,1114.81,INR,Card,debit
f2311f17-9586-4a76-8511-55ffe7a37e81,demo_user_005,2025-02-24,Zomato,food_dining,1211.79,INR,NetBanking,debit
e172b725-db52-4a58-8500-0bc6b20dcb6e,demo_user_005,2024-12-27,Swiggy,food_dining,1383.97,INR,NetBanking,debit
7a1b5806-6160-46b4-9360-715fc3fe0183,demo_user_005,2025-01-03,Company Payroll,salary,126507.9,INR,UPI,credit
4c71e0fe-5a0c-4d7c-b157-8470018267c4,demo_user_005,2024-09-19,Zomato,food_dining,1311.19,INR,Cash,debit
e4429ebb-da7b-4095-a3d6-2a39c0e3befd,demo_user_005,2025-02-09,Water Bill,utilities,906.36,INR,UPI,debit
89c8d2ab-6b44-4a8d-95f2-5073f41402b1,demo_user_005,2025-02-23,Metro,transportation,142.69,INR,NetBanking,debit
ccc42903-8bcf-43a1-bc10-fa52bf5d2fdf,demo_user_005,2025-02-21,Water Bill,utilities,4200.88,INR,UPI,debit
7cfc9b79-3875-494c-a5d6-f6e69a6ec2f5,demo_user_005,2024-10-17,Company Payroll,salary,86577.22,INR,NetBanking,credit
7c5308bf-6f92-425e-85df-16b6382c043f,demo_user_005,2024-10-09,Electricity Bill,utilities,3414.44,INR,Cash,debit
ab3b4d37-560c-45ee-a38c-254c076e2bba,demo_user_005,2025-07-02,Company Payroll,salary,107908.73,INR,Card,credit
b963f37f-6781-4c1f-8c53-0e36addc3e13,demo_user_005,2024-12-21,Big Bazaar,groceries,1052.22,INR,UPI,debit
eb67146a-77a6-417c-972b-61082a405f12,demo_user_005,2025-06-22,Big Bazaar,groceries,2684.33,INR,Cash,debit
88bc539c-9f4c-4b79-bb10-987f20ac3703,demo_user_005,2024-09-08,Netflix,entertainment,1373.92,INR,Cash,debit
978648f8-64de-42e6-a82c-7d7b06e745f9,demo_user_005,2025-01-30,Internet,utilities,3769.7,INR,UPI,debit
157d94a1-06f0-48ff-a9ba-5a27907bfe36,demo_user_005,2025-04-09,Spotify,entertainment,875.42,INR,UPI,debit
dde9f863-22bd-4388-adb9-9102a48b3dbe,demo_user_005,2025-01-15,Company Payroll,salary,56072.36,INR,Card,credit
42999aa4-0cdf-442b-ae85-cb217631de9d,demo_user_005,2025-02-23,Uber,transportation,785.7,INR,NetBanking,debit
74672cd9-362f-4e5c-93cd-6268610cf373,demo_user_005,2025-06-29,Reliance Fresh,groceries,972.47,INR,Cash,debit
e1301617-c2df-4335-9666-6f9f53ac2ab9,demo_user_005,2024-10-07,DMart,groceries,793.9,INR,UPI,debit
f3821cfd-c083-473a-873b-d358610e6a64,demo_user_005,2025-06-27,Reliance Fresh,groceries,881.99,INR,Card,debit
d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,demo_user_005,2025-05-12,DMart,groceries,780.04,INR,Card,debit
bfc00dc8-04f6-4d86-b866-076514f7ce8d,demo_user_005,2024-10-29,Uber,transportation,641.48,INR,UPI,debit
f3b1025b-fff9-4585-8d55-7b618a175dfe,demo_user_005,2024-11-27,Uber,transportation,790.65,INR,NetBanking,debit
1190f938-a66f-47f7-b966-9fa759970043,demo_user_005,2025-08-17,Zomato,food_dining,1042.43,INR,Card,debit
0a4e5b70-a6d9-44a3-b510-ab53c7fee39f,demo_user_005,2025-05-01,Reliance Fresh,groceries,2411.96,INR,NetBanking,debit
3f4df561-f319-4125-87f1-94f9c1156d6d,demo_user_005,2025-06-27,Big Bazaar,groceries,943.03,INR,Cash,debit
